Nro_Veces_cob;Nro_Cuotas;Mes_pres;MES_0_Atraso;MES_1_Atraso;MES_2_Atraso;Llamada_fecha;Hora;Llamada_Resultado;Deuda_total;Activación;Mora
<=10;>48;Marzo;301.2;234.72;0;24/03/2014;16;MCO  Msj Con Conyuge;7223.54;2012;0
>10;<24, 48];Marzo;375.1;501.82;0;18/03/2014;13;CIH  Generar Cita;2156.62;2012;1
>10;<24, 48];Marzo;718.59;0;0;18/03/2014;7;PDP  Promesa De Pago;7483.32;2012;0
<=10;<24, 48];Marzo;780.6;1569.46;0;21/03/2014;9;CIH  Generar Cita;18527.7;2013;0
<=10;<24, 48];Marzo;27.9;0;0;6/03/2014;9;PDP  Promesa De Pago;3132.84;2013;0
>10;<24, 48];Marzo;249.8;502.18;756.02;31/03/2014;7;MCT  Msj Con Terceros;3641.25;2011;0
>10;>48;Marzo;286.45;0;0;5/03/2014;10;PDP  Promesa De Pago;17287.6;2011;0
<=10;>48;Marzo;341.37;464.6;0;25/03/2014;11;MCF  Msj Con Familiar;17481.2;2012;0
>10;<24, 48];Marzo;209.85;211.57;0;21/03/2014;11;MCT  Msj Con Terceros;2501.27;2011;0
>10;<24, 48];Marzo;2261.28;2261.28;0;21/03/2014;10;PDP  Promesa De Pago;12282;2012;1
>10;<24, 48];Marzo;113.82;0;0;7/03/2014;7;PDP  Promesa De Pago;8222.63;2012;0
<=10;<=24;Marzo;294.07;194.07;0;31/03/2014;7;RPP  Recordar Promesa;4188.71;2013;0
<=10;>48;Marzo;192.8;0;0;6/03/2014;14;PDP  Promesa De Pago;4112.85;2012;0
>10;<24, 48];Marzo;950.04;567.96;567.96;12/03/2014;15;TAT sin contacto con Titular;12006.7;2012;0
>10;<24, 48];Marzo;359.31;0;0;5/03/2014;7;CIH  Generar Cita;7204.87;2012;0
>10;<24, 48];Marzo;1568.58;1790.2;0;4/03/2014;19;PDP  Promesa De Pago;45945.8;2013;0
>10;<24, 48];Marzo;850.25;694.88;0;4/03/2014;10;PDP  Promesa De Pago;18464;2012;0
<=10;>48;Marzo;461.62;0;809.71;12/03/2014;9;MCT  Msj Con Terceros;16839.9;2012;0
>10;>48;Marzo;138.8;253.3;0;26/03/2014;13;TELF. NO CORRESPONDE;1445.31;2010;0
<=10;<24, 48];Marzo;1483.25;1483.68;512.29;27/03/2014;8;TELF. NO CORRESPONDE;41856.7;2013;0
<=10;<24, 48];Marzo;224.47;0;0;4/03/2014;15;PDP  Promesa De Pago;13282.5;2013;0
>10;>48;Marzo;426.59;88.66;0;7/03/2014;13;TELF. NO CORRESPONDE;6923.11;2011;0
<=10;<24, 48];Marzo;233.39;326.81;282.92;6/03/2014;10;PDP  Promesa De Pago;10208;2014;0
>10;<24, 48];Marzo;525.67;792.16;1061.41;7/03/2014;14;MCT  Msj Con Terceros;2886.35;2012;0
<=10;<24, 48];Marzo;28.03;28.23;0;10/03/2014;10;MCO  Msj Con Conyuge;17992.5;2012;0
>10;>48;Marzo;138.64;1401.01;0;18/03/2014;10;TELF. NO CORRESPONDE;53026.3;2012;0
>10;<24, 48];Marzo;101.28;101.39;1.39;26/03/2014;18;TELF. NO CORRESPONDE;1344.6;2012;1
>10;>48;Marzo;886.5;0;0;4/03/2014;10;MCT  Msj Con Terceros;18858.6;2012;0
>10;<24, 48];Marzo;1503.23;2016.51;0;14/03/2014;18;TELF. NO CORRESPONDE;6414.87;2012;1
>10;>48;Marzo;376.21;376.4;375.76;5/03/2014;11;MCT  Msj Con Terceros;6908.03;2012;0
<=10;<=24;Marzo;661.2;0;0;10/03/2014;20;MCT  Msj Con Terceros;4237.61;2013;0
<=10;<24, 48];Marzo;50.75;1188.85;0;25/03/2014;8;PDP  Promesa De Pago;38579.8;2013;0
<=10;<=24;Marzo;554.74;644.31;0;4/03/2014;18;MCT  Msj Con Terceros;801.82;2012;1
<=10;<24, 48];Marzo;278.27;278.27;280.12;13/03/2014;13;TELF. NO CORRESPONDE;2407.05;2011;0
<=10;<24, 48];Marzo;1464.3;2204.04;0;3/03/2014;10;MCT  Msj Con Terceros;22413.2;2013;0
<=10;<24, 48];Marzo;662.46;1329.81;0;25/03/2014;13;TELF. NO CORRESPONDE;9929.62;2011;0
>10;<24, 48];Marzo;361.14;286.5;0;11/03/2014;9;MCT  Msj Con Terceros;5066.94;2011;0
<=10;<24, 48];Marzo;663.66;664.03;0;6/03/2014;8;CIH  Generar Cita;17675.2;2013;0
>10;>48;Marzo;335.29;335.76;0;6/03/2014;9;PDP  Promesa De Pago;7353.71;2012;0
<=10;>48;Marzo;2060.7;0;0;18/03/2014;9;PDP  Promesa De Pago;78007.7;2013;0
>10;>48;Marzo;1239.25;0;0;4/03/2014;7;PDP  Promesa De Pago;32649;2011;0
<=10;<24, 48];Marzo;56.89;419.02;420.61;24/03/2014;8;TELF. NO CORRESPONDE;9234.92;2013;0
>10;<24, 48];Marzo;733.22;1004.11;0;6/03/2014;7;MCT  Msj Con Terceros;2558.15;2012;1
<=10;>48;Marzo;40.5;69.06;662.27;14/03/2014;20;TELF. NO CORRESPONDE;17598.6;2013;0
<=10;<24, 48];Marzo;524.41;521.36;523.44;19/03/2014;8;MCF  Msj Con Familiar;12723.5;2012;0
<=10;>48;Marzo;473.81;0;0;4/03/2014;19;PDP  Promesa De Pago;12958.7;2013;0
>10;>48;Marzo;62.97;62.81;0;27/03/2014;17;TELF. NO CORRESPONDE;7145.27;2011;0
<=10;<24, 48];Marzo;340.35;0;0;4/03/2014;16;MCF  Msj Con Familiar;9525.79;2013;0
<=10;>48;Marzo;320.22;0;0;4/03/2014;19;PDP  Promesa De Pago;8003.85;2013;0
<=10;<24, 48];Marzo;797.31;1020.96;0;10/03/2014;11;MCF  Msj Con Familiar;26120.3;2012;0
<=10;>48;Marzo;670.9;0;0;24/03/2014;7;MCE  Msj Con Empleada;21686.6;2013;0
<=10;<=24;Marzo;51.94;35.94;0;27/03/2014;17;MCT  Msj Con Terceros;2146.4;2013;0
<=10;>48;Marzo;707.77;708.16;0;6/03/2014;8;TELF. NO CORRESPONDE;22743.9;2013;0
>10;<24, 48];Marzo;447.93;197.93;0;7/03/2014;16;TAT  Tratamiento al Titu;3438.52;2012;0
<=10;>48;Marzo;198.43;187.04;0;4/03/2014;10;PDP  Promesa De Pago;4865.45;2012;0
>10;<24, 48];Marzo;550.08;0;0;7/03/2014;7;TELF. NO CORRESPONDE;13741.7;2012;0
>10;>48;Marzo;843.17;0;0;4/03/2014;13;PDP  Promesa De Pago;20116;2011;0
<=10;>48;Marzo;37.67;399.47;0;27/03/2014;18;RPP  Recordar Promesa;7755.7;2012;0
>10;<24, 48];Marzo;396.26;478;398.3;19/03/2014;10;MCF  Msj Con Familiar;9525.59;2011;0
<=10;<24, 48];Marzo;45.35;0;0;4/03/2014;20;TELF. NO CORRESPONDE;8281.89;2012;0
<=10;<24, 48];Marzo;1114.16;0;0;11/03/2014;9;PDP  Promesa De Pago;14011.7;2012;0
<=10;>48;Marzo;967.21;0;0;14/03/2014;10;MCT  Msj Con Terceros;29057;2012;0
<=10;>48;Marzo;470.08;0;0;20/03/2014;11;MCT  Msj Con Terceros;10470.8;2012;0
>10;>48;Marzo;293.96;286.48;0;17/03/2014;9;MCT  Msj Con Terceros;10227.7;2011;0
<=10;>48;Marzo;1041.95;2088.6;0;11/03/2014;9;TELF. NO CORRESPONDE;33237;2013;0
<=10;>48;Marzo;1600.39;0;0;17/03/2014;8;PAR  Promesa Parcial;27410.5;2013;1
>10;>48;Marzo;1130.99;1130.99;0;14/03/2014;20;MCT  Msj Con Terceros;6303.65;2011;1
<=10;>48;Marzo;136.25;128.95;0;12/03/2014;8;MCT  Msj Con Terceros;8575.93;2013;0
>10;<24, 48];Marzo;2261.35;2266.52;0;11/03/2014;9;PDP  Promesa De Pago;47154.9;2012;0
<=10;>48;Marzo;1050.65;1051.15;0;4/03/2014;8;MCF  Msj Con Familiar;18720.8;2011;0
<=10;<24, 48];Marzo;634.71;635.6;0;10/03/2014;16;PDP  Promesa De Pago;16699.5;2013;0
<=10;<24, 48];Marzo;1221.67;0;0;5/03/2014;19;RPP  Recordar Promesa;10309.3;2013;1
<=10;<24, 48];Marzo;202.64;56.04;0;11/03/2014;20;MCO  Msj Con Conyuge;9829.47;2013;0
<=10;<24, 48];Marzo;302.77;304.31;0;20/03/2014;14;PDP  Promesa De Pago;4113.1;2012;0
<=10;>48;Marzo;1542.56;0;0;11/03/2014;9;TELF. NO CORRESPONDE;47285.5;2012;0
>10;<24, 48];Marzo;312.01;633.95;0;18/03/2014;7;MCF  Msj Con Familiar;2733.82;2011;0
<=10;<24, 48];Marzo;807.16;0;0;10/03/2014;15;MCT  Msj Con Terceros;5490.99;2013;1
>10;<24, 48];Marzo;757.61;758.89;0;18/03/2014;12;TAT  Tratamiento al Titu;752.52;2011;1
<=10;>48;Marzo;27.49;335.55;184.37;19/03/2014;14;MCF  Msj Con Familiar;7248.79;2013;0
>10;>48;Marzo;1302.71;1744.4;0;26/03/2014;14;TELF. NO CORRESPONDE;13724.9;2012;1
<=10;<=24;Marzo;277.75;0;0;5/03/2014;8;MCF  Msj Con Familiar;4490.18;2013;0
<=10;<24, 48];Marzo;674.08;1079.63;0;18/03/2014;12;TELF. NO CORRESPONDE;19357.6;2012;0
>10;>48;Marzo;71.6;0;0;4/03/2014;11;PDP  Promesa De Pago;18809.4;2011;0
>10;>48;Marzo;371.3;298.29;0;6/03/2014;20;MCF  Msj Con Familiar;33196.6;2011;0
>10;<24, 48];Marzo;49.98;126.13;0;4/03/2014;7;MCT  Msj Con Terceros;4389.49;2010;0
>10;<24, 48];Marzo;1249.98;1692.19;0;3/03/2014;16;MCT  Msj Con Terceros;6459.35;2012;1
<=10;<24, 48];Marzo;69.6;98.76;124.71;4/03/2014;13;MCF  Msj Con Familiar;10415.1;2013;0
<=10;<24, 48];Marzo;573.11;0;0;4/03/2014;12;MCF  Msj Con Familiar;15525;2012;0
>10;<24, 48];Marzo;237.76;0;0;7/03/2014;9;MCC  Msj Con Comp De Trab;3867.14;2012;0
<=10;<24, 48];Marzo;412.07;835.9;0;18/03/2014;19;MCT  Msj Con Terceros;10865.3;2013;0
>10;<24, 48];Marzo;239.93;0;0;4/03/2014;11;PDP  Promesa De Pago;4340.68;2012;0
<=10;>48;Marzo;654.56;0;0;4/03/2014;12;PDP  Promesa De Pago;17978.4;2013;0
<=10;>48;Marzo;1189.26;677.46;0;25/03/2014;13;MCF  Msj Con Familiar;17247.2;2012;1
>10;<24, 48];Marzo;2281.42;3049.97;0;14/03/2014;19;MCT  Msj Con Terceros;16509.8;2011;1
>10;<24, 48];Marzo;62.62;0;0;7/03/2014;8;MCF  Msj Con Familiar;1108.01;2011;0
<=10;>48;Marzo;3652.25;4912.44;0;7/03/2014;12;MCT  Msj Con Terceros;32179.5;2012;1
<=10;<24, 48];Marzo;132.98;461.62;0;7/03/2014;13;MCT  Msj Con Terceros;11819;2012;0
>10;<24, 48];Marzo;221.54;648.21;0;10/03/2014;13;MCF  Msj Con Familiar;8836.98;2012;0
>10;<24, 48];Marzo;357.54;355.79;0;19/03/2014;10;TELF. NO CORRESPONDE;5642.38;2012;0
>10;>48;Marzo;1055.01;441.74;0;27/03/2014;15;MCF  Msj Con Familiar;34325.8;2012;0
<=10;<24, 48];Marzo;591.28;0;0;18/03/2014;9;PDP  Promesa De Pago;14309.3;2013;0
>10;<24, 48];Marzo;1194.02;1701.29;0;13/03/2014;14;TAT  Tratamiento al Titu;9911.73;2012;1
<=10;<24, 48];Marzo;253.56;253.71;253.69;19/03/2014;16;MCT  Msj Con Terceros;4573.68;2013;0
>10;<24, 48];Marzo;302.97;455.69;609.24;3/03/2014;13;MCT  Msj Con Terceros;991.25;2011;0
<=10;>48;Marzo;1245.13;17.55;17.54;21/03/2014;10;TAT  Tratamiento al Titu;24578.1;2013;1
<=10;<24, 48];Marzo;3031.84;3031.84;0;18/03/2014;7;TELF. NO CORRESPONDE;27914;2013;1
<=10;<24, 48];Marzo;291.93;0;292.21;11/03/2014;8;MCE  Msj Con Empleada;6803.63;2013;0
<=10;<24, 48];Marzo;75.78;247.48;0;10/03/2014;15;MCF  Msj Con Familiar;4878.9;2013;0
<=10;<24, 48];Marzo;668.15;0;0;4/03/2014;11;PDP  Promesa De Pago;15750.2;2013;0
<=10;<24, 48];Marzo;1322.41;0;0;12/03/2014;12;MCT  Msj Con Terceros;4270.48;2010;1
<=10;<24, 48];Marzo;824.55;1119.39;0;26/03/2014;18;TELF. NO CORRESPONDE;5668.88;2013;1
<=10;>48;Marzo;542.3;2647.33;0;24/03/2014;11;MCT  Msj Con Terceros;59015.6;2012;0
<=10;<24, 48];Marzo;633.6;658.13;0;26/03/2014;10;TELF. NO CORRESPONDE;19483.7;2013;0
>10;>48;Marzo;660.21;659.41;0;18/03/2014;12;MCT  Msj Con Terceros;17523.3;2011;0
<=10;<24, 48];Marzo;372.82;750.86;0;24/03/2014;16;MCT  Msj Con Terceros;8405.75;2013;0
>10;>48;Marzo;2644.31;2651.73;0;28/03/2014;9;MCT  Msj Con Terceros;66352.5;2011;0
<=10;>48;Marzo;845.29;0;0;10/03/2014;13;MCF  Msj Con Familiar;10029.2;2011;1
<=10;<24, 48];Marzo;1176.69;0;0;25/03/2014;19;RPP  Recordar Promesa;32830.2;2012;0
<=10;<24, 48];Marzo;566.41;566.59;0;7/03/2014;12;TELF. NO CORRESPONDE;9826.57;2013;0
<=10;<=24;Marzo;709.8;1460.06;0;25/03/2014;13;TELF. NO CORRESPONDE;10151.5;2013;0
<=10;<24, 48];Marzo;689.82;1482.95;0;26/03/2014;19;MCT  Msj Con Terceros;23802;2013;0
>10;<24, 48];Marzo;1118.86;1117.74;1110.39;6/03/2014;7;MCF  Msj Con Familiar;25827.2;2012;0
<=10;<=24;Marzo;234.33;0;0;7/03/2014;12;PDP  Promesa De Pago;2454.43;2013;0
<=10;>48;Marzo;622.31;0;0;4/03/2014;7;PDP  Promesa De Pago;16963.8;2013;0
<=10;<24, 48];Marzo;85.8;0;0;6/03/2014;11;TELF. NO CORRESPONDE;5057.22;2013;0
<=10;>48;Marzo;768.76;673.64;764.83;10/03/2014;7;MCT  Msj Con Terceros;21388.3;2013;0
<=10;>48;Marzo;441.83;201.4;0;4/03/2014;17;PDP  Promesa De Pago;9376.9;2012;0
<=10;<24, 48];Marzo;1084.51;0;0;7/03/2014;10;TELF. NO CORRESPONDE;11476.5;2013;1
>10;>48;Marzo;35.97;287.45;272.42;5/03/2014;8;MCF  Msj Con Familiar;870.4;2010;0
>10;<24, 48];Marzo;278.73;418.74;0;25/03/2014;14;MCS  Msj Con Secretaria;1626.89;2012;1
<=10;<24, 48];Marzo;681.03;815.07;1092.21;31/03/2014;11;PAR  Promesa Parcial;4926.5;2012;1
>10;>48;Marzo;355.97;0;0;7/03/2014;9;RPP  Recordar Promesa;5564.24;2011;0
<=10;>48;Marzo;981.73;2226.81;0;26/03/2014;14;MCT  Msj Con Terceros;68036.6;2012;0
>10;>48;Marzo;389.48;385.49;375.49;13/03/2014;10;MCT  Msj Con Terceros;6411.61;2011;0
<=10;<24, 48];Marzo;1142.98;1533.51;0;4/03/2014;7;TELF. NO CORRESPONDE;4645.9;2012;1
<=10;>48;Marzo;477.29;0;0;4/03/2014;16;PDP  Promesa De Pago;11040.3;2012;0
<=10;<24, 48];Marzo;142.35;0;0;4/03/2014;15;PDP  Promesa De Pago;2467.62;2013;0
<=10;>48;Marzo;217.82;327.94;0;12/03/2014;12;MCT  Msj Con Terceros;3191.03;2013;1
>10;<24, 48];Marzo;258.86;258.94;0;31/03/2014;17;TELF. NO CORRESPONDE;3287.32;2012;0
>10;<24, 48];Marzo;386.79;774.4;0;13/03/2014;11;PDP  Promesa De Pago;7968.78;2012;0
>10;>48;Marzo;463.13;0;0;4/03/2014;13;MCT  Msj Con Terceros;6499.78;2011;0
>10;>48;Marzo;216.2;324.53;107.13;17/03/2014;11;MCS  Msj Con Secretaria;2366.7;2012;1
>10;>48;Marzo;896.36;407.93;0;20/03/2014;16;PDP  Promesa De Pago;33058.3;2012;0
>10;>48;Marzo;642.67;0;0;12/03/2014;19;MCT  Msj Con Terceros;642.67;2010;0
<=10;>48;Marzo;49.18;0;0;25/03/2014;11;TAT sin contacto con Titular;63351.1;2012;0
<=10;<24, 48];Marzo;753.78;360.69;625.9;26/03/2014;17;RPP  Recordar Promesa;2760.38;2011;1
<=10;<=24;Marzo;33.25;0;0;6/03/2014;11;MCF  Msj Con Familiar;1022.6;2012;0
<=10;<=24;Marzo;632.1;637.79;0;19/03/2014;14;MCC  Msj Con Comp De Trab;630.42;2013;1
<=10;<=24;Marzo;326.82;331.98;331.98;31/03/2014;12;MCT  Msj Con Terceros;3357.26;2014;0
<=10;<=24;Marzo;135.72;135.92;0;13/03/2014;20;PDP  Promesa De Pago;2155.53;2013;0
<=10;<24, 48];Marzo;40.84;45.44;0;20/03/2014;15;MCF  Msj Con Familiar;14054.6;2013;0
<=10;<24, 48];Marzo;703.19;394.48;1106.08;24/03/2014;10;MCT  Msj Con Terceros;21590.1;2013;0
<=10;<24, 48];Marzo;1823.69;1823.69;0;12/03/2014;8;MCT  Msj Con Terceros;14546.1;2012;1
>10;<24, 48];Marzo;671.02;671.02;18.17;18/03/2014;9;MCT  Msj Con Terceros;4342.71;2012;0
>10;>48;Marzo;391.01;391.13;0;7/03/2014;7;MCO  Msj Con Conyuge;6576.18;2011;0
<=10;>48;Marzo;655.5;878;0;12/03/2014;12;TAT sin contacto con Titular;5635.91;2012;1
>10;<24, 48];Marzo;427.23;427.42;0;18/03/2014;8;PDP  Promesa De Pago;5176.9;2012;0
<=10;<24, 48];Marzo;1175.84;0;0;5/03/2014;16;PDP  Promesa De Pago;39145.6;2012;0
<=10;<24, 48];Marzo;289.66;0;290.41;5/03/2014;12;MCT  Msj Con Terceros;7131.53;2013;0
<=10;<24, 48];Marzo;233.46;0;229.63;5/03/2014;20;MCT  Msj Con Terceros;4324.09;2012;0
>10;>48;Marzo;488.4;488.5;488.5;11/03/2014;8;MCT  Msj Con Terceros;9341.03;2011;0
<=10;>48;Marzo;984.16;0;0;18/03/2014;8;PDP  Promesa De Pago;32161.6;2013;0
<=10;<24, 48];Marzo;354.05;705.62;0;27/03/2014;9;PDP  Promesa De Pago;6036.49;2012;0
<=10;<24, 48];Marzo;838.32;809.91;0;4/03/2014;10;PDP  Promesa De Pago;18917.7;2013;0
>10;<24, 48];Marzo;159.35;618.76;1080.5;12/03/2014;10;TELF. NO CORRESPONDE;7004.98;2012;0
>10;<24, 48];Marzo;1036.61;1036.61;0;27/03/2014;8;MCF  Msj Con Familiar;5230.56;2010;0
<=10;<24, 48];Marzo;82.03;99.64;0;7/03/2014;9;MCF  Msj Con Familiar;1644.52;2012;0
>10;>48;Marzo;649.55;0;0;12/03/2014;7;MCF  Msj Con Familiar;7316.15;2011;0
<=10;<=24;Marzo;547.47;873.3;1201.83;6/03/2014;16;PAR  Promesa Parcial;4409.22;2013;1
>10;<24, 48];Marzo;366.69;0;0;5/03/2014;7;MCT  Msj Con Terceros;1610.56;2010;0
<=10;<24, 48];Marzo;243.92;489.6;736.94;11/03/2014;18;TAT sin contacto con Titular;4434.14;2013;0
<=10;<24, 48];Marzo;2324.81;0;0;3/03/2014;10;TAT  Tratamiento al Titu;20834.6;2013;1
<=10;<24, 48];Marzo;139.97;140.27;139.35;6/03/2014;13;PDP  Promesa De Pago;2698.68;2013;0
>10;<24, 48];Marzo;203.67;0;0;12/03/2014;8;TELF. NO CORRESPONDE;2765.85;2012;0
<=10;<24, 48];Marzo;500.65;497.22;0;11/03/2014;16;TELF. NO CORRESPONDE;12335.9;2013;0
>10;<24, 48];Marzo;515.56;689.13;0;14/03/2014;16;MCF  Msj Con Familiar;3223.96;2011;1
>10;>48;Marzo;795.63;797.6;798;5/03/2014;19;MCF  Msj Con Familiar;14398.6;2011;0
<=10;<24, 48];Marzo;411.01;411.01;0;24/03/2014;11;TELF. NO CORRESPONDE;10128.7;2013;0
>10;>48;Marzo;2225.91;2226.98;2226.02;11/03/2014;11;PDP  Promesa De Pago;62720.5;2012;0
>10;<24, 48];Marzo;869.93;819.17;869.16;31/03/2014;19;MCT  Msj Con Terceros;14782.4;2011;0
>10;<24, 48];Marzo;1481.67;1481.95;1659.19;4/03/2014;7;PDP  Promesa De Pago;30093.6;2011;0
<=10;>48;Marzo;1765.78;1481.13;1773.24;26/03/2014;20;PDP  Promesa De Pago;45382.9;2012;0
>10;>48;Marzo;1475.42;1480.29;2978.13;27/03/2014;9;PDP  Promesa De Pago;36589.8;2012;0
<=10;>48;Marzo;249.12;279.23;0;7/03/2014;9;MCT  Msj Con Terceros;21918.8;2013;0
>10;<24, 48];Marzo;555.53;555.75;0;12/03/2014;13;PDP  Promesa De Pago;8840.09;2011;0
<=10;<=24;Marzo;259.82;526.85;798.14;31/03/2014;8;MCT  Msj Con Terceros;1683.87;2013;0
<=10;<=24;Marzo;802.33;0;0;19/03/2014;19;CAN  Cliente Cancelo;9274.21;2013;1
<=10;<24, 48];Marzo;1368.66;1833.52;0;5/03/2014;13;CIH  Generar Cita;12797.7;2013;1
<=10;<24, 48];Marzo;209.52;0;0;5/03/2014;11;MCF  Msj Con Familiar;6150.2;2011;0
>10;>48;Marzo;1466.34;0;0;13/03/2014;9;MCT  Msj Con Terceros;10616;2012;1
>10;<24, 48];Marzo;333.67;383.3;0;25/03/2014;12;MCF  Msj Con Familiar;6647.11;2013;0
<=10;<24, 48];Marzo;922.01;922.01;1222.81;12/03/2014;8;MCT  Msj Con Terceros;35709.2;2013;0
<=10;<24, 48];Marzo;201.51;0;188.89;13/03/2014;13;MCT  Msj Con Terceros;3153.06;2012;0
>10;<24, 48];Marzo;523.77;290.24;0;5/03/2014;16;PDP  Promesa De Pago;12104;2012;0
<=10;<24, 48];Marzo;264.4;265.13;264.63;11/03/2014;20;MCT  Msj Con Terceros;5750.38;2013;0
<=10;<24, 48];Marzo;703.41;1057.24;0;31/03/2014;19;MCT  Msj Con Terceros;4604.89;2012;1
<=10;>48;Marzo;320.81;0;0;7/03/2014;14;PDP  Promesa De Pago;16485.9;2013;0
>10;<24, 48];Marzo;67.92;26.22;0;11/03/2014;9;PDP  Promesa De Pago;14995.7;2012;0
<=10;<24, 48];Marzo;802.52;903.06;35.58;20/03/2014;17;PDP  Promesa De Pago;52465.2;2012;0
<=10;<24, 48];Marzo;24.35;587.3;587.88;4/03/2014;11;CAN  Cliente Cancelo;14069.8;2013;0
<=10;<=24;Marzo;92.38;0;0;4/03/2014;14;IPT  Inbound PDP Total;6411.7;2013;0
<=10;<24, 48];Marzo;311.77;0;0;5/03/2014;8;PDP  Promesa De Pago;6282.83;2013;0
>10;<24, 48];Marzo;360.33;542.75;0;12/03/2014;16;MCF  Msj Con Familiar;1333.22;2011;1
<=10;<24, 48];Marzo;409.69;824.44;0;27/03/2014;15;PDP  Promesa De Pago;11345.7;2014;0
<=10;<=24;Marzo;33.54;0;255.45;4/03/2014;8;MCF  Msj Con Familiar;5296.25;2013;0
<=10;<24, 48];Marzo;546.56;429.88;174.46;11/03/2014;7;MCF  Msj Con Familiar;3895.97;2013;1
>10;<=24;Marzo;306.33;0;148.38;20/03/2014;15;MCT  Msj Con Terceros;920.19;2012;1
<=10;<24, 48];Marzo;912.24;914.23;914.18;28/03/2014;16;CIH  Generar Cita;25095;2013;0
<=10;<24, 48];Marzo;722.84;0;0;4/03/2014;9;PDP  Promesa De Pago;20521.7;2013;0
>10;<24, 48];Marzo;359.71;0;0;3/03/2014;10;MCF  Msj Con Familiar;4771.43;2011;0
<=10;<24, 48];Marzo;503.45;254.54;0;12/03/2014;12;MCT  Msj Con Terceros;5703.24;2013;1
<=10;<24, 48];Marzo;129.07;0;0;11/03/2014;8;PDP  Promesa De Pago;4821.29;2013;0
>10;>48;Marzo;23;148.92;102.82;7/03/2014;8;MCO  Msj Con Conyuge;8469.28;2012;0
<=10;>48;Marzo;920.24;25.66;0;5/03/2014;12;PDP  Promesa De Pago;23577.3;2013;0
<=10;<24, 48];Marzo;830.22;0;0;19/03/2014;7;MCE  Msj Con Empleada;32510.5;2013;0
<=10;>48;Marzo;22.23;451.12;442.3;7/03/2014;11;MCT  Msj Con Terceros;9878.93;2012;0
<=10;<24, 48];Marzo;1361.46;1822.27;0;31/03/2014;19;CIT  Genera Cita Otro Dia;12538.2;2012;1
>10;<24, 48];Marzo;359.5;0;0;4/03/2014;13;MCT  Msj Con Terceros;4182.31;2012;0
>10;>48;Marzo;541.48;543.01;543.01;27/03/2014;10;TELF. NO CORRESPONDE;10407.8;2012;0
>10;<24, 48];Marzo;388.55;0;0;11/03/2014;12;MCT  Msj Con Terceros;6470.63;2012;0
<=10;<24, 48];Marzo;192.24;385.68;580.41;11/03/2014;10;MCF  Msj Con Familiar;3978.96;2013;0
<=10;<24, 48];Marzo;533.32;531.02;802.17;27/03/2014;8;MCF  Msj Con Familiar;5608;2013;1
<=10;<24, 48];Marzo;842.62;788.45;0;10/03/2014;9;MCT  Msj Con Terceros;26195.2;2013;0
<=10;<24, 48];Marzo;359.88;724.06;0;24/03/2014;10;PDP  Promesa De Pago;8671.18;2013;0
>10;<24, 48];Marzo;236.78;235.63;0;6/03/2014;12;MCT  Msj Con Terceros;2229.86;2011;0
<=10;<=24;Marzo;764.93;764.93;410.84;7/03/2014;16;MCT  Msj Con Terceros;1025.71;2013;1
>10;<24, 48];Marzo;315.3;210.66;130.83;31/03/2014;14;MCT  Msj Con Terceros;3495.06;2012;0
<=10;>48;Marzo;753.37;1656.14;0;25/03/2014;14;MCT  Msj Con Terceros;22610.2;2012;0
<=10;<24, 48];Marzo;1778.48;0;0;5/03/2014;17;RPP  Recordar Promesa;14359.4;2012;1
<=10;>48;Marzo;53.1;40.63;398.03;24/03/2014;19;MCF  Msj Con Familiar;7841.2;2012;0
<=10;<24, 48];Marzo;575.99;0;0;6/03/2014;7;PDP  Promesa De Pago;12761.6;2014;0
>10;<24, 48];Marzo;518.36;315.84;0;27/03/2014;19;PDP  Promesa De Pago;780.26;2011;1
>10;>48;Marzo;554.53;549.04;0;21/03/2014;10;MCF  Msj Con Familiar;11375.6;2012;0
<=10;<=24;Marzo;615.63;0;0;19/03/2014;15;MCT  Msj Con Terceros;615.96;2014;0
<=10;>48;Marzo;739.72;747.65;0;10/03/2014;7;PDP  Promesa De Pago;27434.5;2013;0
<=10;<24, 48];Marzo;840.39;0;0;4/03/2014;9;TELF. NO CORRESPONDE;24369.6;2013;0
<=10;>48;Marzo;357.26;101.91;0;7/03/2014;13;TELF. NO CORRESPONDE;9306.14;2013;0
<=10;<24, 48];Marzo;647.25;0;0;4/03/2014;11;PAR  Promesa Parcial;19231.8;2013;0
<=10;<=24;Marzo;154.57;0;0;5/03/2014;10;MCF  Msj Con Familiar;1560.59;2013;0
>10;<24, 48];Marzo;1200.52;1807;0;20/03/2014;10;TELF. NO CORRESPONDE;7219.22;2011;1
<=10;<24, 48];Marzo;328.2;675.17;673.99;12/03/2014;14;PDP  Promesa De Pago;19457.7;2012;0
<=10;>48;Marzo;283.55;284.03;0;4/03/2014;13;PDP  Promesa De Pago;9641.95;2012;0
<=10;>48;Marzo;713.84;802.63;0;7/03/2014;9;MCT  Msj Con Terceros;20839.8;2013;0
<=10;<24, 48];Marzo;426.58;847.66;0;20/03/2014;12;MCT  Msj Con Terceros;8837.48;2013;1
>10;<24, 48];Marzo;243.59;242.92;0;5/03/2014;16;MCF  Msj Con Familiar;3361.18;2011;0
<=10;<=24;Marzo;284.07;21.19;45.94;28/03/2014;11;MCO  Msj Con Conyuge;2762.26;2013;0
