ID.Cliente;Genero;Mayor65años;Socio;Dependientes;MultipleLineas;Internet;SeguridadOnline;Backup;ProteccionDispositivo;No.servicio.Internet;TVPago;PeliculasStreaming;TerminoContrato;FactElectronica;MetodoPago;CargoMensual;ImporteTotal;pemanencia;ServicioTel;Churn
4918-QLLIW;Masculino;0;No;No;No;DSL;No;No;No;No;Si;No;Mes a mes;No;TarjetaCredito (automatico);53.4;188.7;3;Si;Si
7056-IMHCC;Masculino;1;Si;No;Si;Fibra Optica;No;Si;No;No;Si;Si;Mes a mes;Si;Cheque electronico;101.9;5549.4;53;Si;Si
4854-SSLTN;Masculino;0;Si;Si;No;DSL;Si;Si;No;Si;No;No;Dos años;No;Cheque fisico;59.5;130.5;2;Si;No
5294-DMSFH;Femenino;0;Si;Si;No;Fibra Optica;No;No;No;No;Si;Si;Mes a mes;Si;TarjetaCredito (automatico);87.8;2621.75;29;Si;No
4837-PZTIC;Femenino;0;No;No;No servicio tel;DSL;Si;No;Si;Si;No;No;Dos años;No;Cheque fisico;41.9;1875.25;47;NA;No
1625-JAIIY;Femenino;0;Si;Si;Si;Fibra Optica;No;No;No;No;Si;No;Un año;Si;Cheque electronico;83;5685.8;NA;NA;Si
0603-OLQDC;Masculino;0;No;Si;No;DSL;Si;No;No;No;Si;Si;Mes a mes;Si;Cheque fisico;69.85;837.5;12;Si;No
3272-VUHPV;Femenino;0;Si;Si;No;DSL;No;Si;No;Si;No;No;Mes a mes;No;TransfBanca (automatica);56.3;401.5;8;Si;No
4176-FXYBO;Masculino;0;Si;No;Si;Fibra Optica;Si;Si;Si;No;Si;Si;Mes a mes;No;Cheque electronico;109.55;6118.95;54;NA;No
1063-DHQJF;Masculino;0;Si;Si;No;Fibra Optica;No;Si;No;Si;Si;No;Dos años;Si;Cheque fisico;92.15;6480.9;69;NA;No
8663-UPDGF;Femenino;0;No;No;Si;DSL;Si;Si;No;No;Si;No;Mes a mes;Si;TransfBanca (automatica);69.5;1800.05;26;Si;No
6719-FGEDO;Femenino;0;Si;No;Si;Fibra Optica;Si;Si;Si;Si;No;No;Dos años;Si;TransfBanca (automatica);97;7104.2;72;Si;No
1837-YQUCE;Femenino;0;No;No;No servicio tel;DSL;Si;No;Si;Si;Si;Si;Dos años;Si;TransfBanca (automatica);58.35;4214.25;70;No;No
2947-DOMLJ;Masculino;0;No;Si;No;DSL;Si;No;No;No;No;No;Mes a mes;No;Cheque fisico;50.6;50.6;1;Si;Si
4112-LUEIZ;Masculino;0;No;No;No;Fibra Optica;No;No;No;No;Si;Si;Mes a mes;Si;Cheque electronico;89.5;863.1;10;NA;Si
0369-ZGOVK;Femenino;0;Si;Si;No;Fibra Optica;No;No;No;No;No;No;Un año;Si;TransfBanca (automatica);70.4;1992.2;28;Si;No
4510-HIMLV;Masculino;0;No;No;No;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;69.8;69.8;1;Si;Si
9919-KNPOO;Femenino;0;Si;No;Si;Fibra Optica;No;No;No;No;Si;Si;Mes a mes;Si;Cheque electronico;94.3;1948.35;21;Si;No
8749-JMNKX;Masculino;1;Si;No;Si;Fibra Optica;Si;No;Si;No;Si;No;Mes a mes;Si;TransfBanca (automatica);93.8;4750.95;51;Si;Si
7872-BAAZR;Femenino;0;Si;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;No;TransfBanca (automatica);19.55;1007.9;53;Si;No
9391-LMANN;Masculino;0;No;Si;No;Fibra Optica;Si;Si;Si;No;No;Si;Un año;No;Cheque electronico;95.95;5036.9;53;Si;No
2430-USGXP;Masculino;0;Si;No;Si;Fibra Optica;No;No;Si;No;Si;Si;Mes a mes;Si;Cheque electronico;101.05;2391.8;24;Si;Si
8174-TBVCF;Femenino;0;Si;No;Si;DSL;Si;Si;Si;Si;Si;Si;Dos años;Si;TarjetaCredito (automatico);94.8;6859.05;70;Si;No
1698-XFZCI;Masculino;0;No;No;Si;Fibra Optica;Si;Si;Si;No;Si;Si;Un año;Si;Cheque electronico;107.75;6521.9;61;Si;No
1877-HKBQX;Femenino;0;No;No;No;DSL;Si;No;No;Si;No;No;Un año;Si;Cheque fisico;54.6;617.85;11;Si;No
4450-DLLMH;Masculino;0;No;No;No;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;TarjetaCredito (automatico);71.3;157.75;2;Si;No
0428-AXXLJ;Masculino;0;No;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;Si;TransfBanca (automatica);19.5;NA;25;Si;No
2746-DIJLO;Femenino;0;No;No;Si;DSL;No;Si;No;No;No;No;Un año;Si;TarjetaCredito (automatico);56.3;2364;41;Si;No
5955-ERIHD;Masculino;0;Si;No;Si;Fibra Optica;No;No;No;No;Si;Si;Mes a mes;Si;Cheque electronico;94.7;1687.95;18;Si;Si
0917-EZOLA;Masculino;1;Si;No;Si;Fibra Optica;No;Si;Si;No;Si;Si;Dos años;Si;TransfBanca (automatica);104.15;7689.95;72;NA;Si
3508-VLHCZ;Femenino;0;Si;Si;Si;DSL;Si;Si;Si;Si;Si;Si;Dos años;Si;TarjetaCredito (automatico);90.55;6239.05;71;Si;No
4086-ATNFV;Femenino;0;Si;Si;No;DSL;Si;Si;Si;No;No;No;Un año;Si;Cheque fisico;NA;2042.05;34;Si;No
0468-YRPXN;Masculino;0;No;No;No;Fibra Optica;No;No;Si;Si;Si;Si;Mes a mes;Si;TarjetaCredito (automatico);NA;2807.1;29;Si;No
5996-NRVXR;Masculino;1;Si;No;No;Fibra Optica;Si;Si;Si;Si;Si;No;Un año;Si;TarjetaCredito (automatico);98.15;4116.8;NA;Si;No
3739-YBWAB;Masculino;0;Si;No;No servicio tel;DSL;Si;No;Si;No;No;No;Un año;No;Cheque fisico;35.35;1317.95;36;No;No
7047-FWEYA;Femenino;0;Si;No;Si;Fibra Optica;No;Si;No;Si;Si;Si;Un año;Si;Cheque electronico;103.15;4594.65;46;Si;No
2000-MPKCA;Femenino;0;No;No;Si;Fibra Optica;Si;Si;Si;No;Si;Si;Un año;Si;Cheque electronico;107.75;6332.75;NA;Si;No
9762-YAQAA;Masculino;0;No;No;Si;Fibra Optica;No;Si;No;No;No;No;Un año;No;TarjetaCredito (automatico);NA;3213.75;NA;Si;No
5949-EBSQK;Masculino;0;Si;Si;No;DSL;No;No;No;Si;No;Si;Mes a mes;No;TarjetaCredito (automatico);61.45;229.55;4;Si;Si
5473-KHBPS;Femenino;0;Si;Si;Si;Fibra Optica;No;Si;Si;No;Si;No;Un año;Si;TarjetaCredito (automatico);95.7;4976.15;52;Si;No
0100-DUVFC;Masculino;1;Si;No;Si;Fibra Optica;No;Si;Si;No;Si;Si;Un año;Si;Cheque electronico;104.8;7308.95;70;Si;No
5397-TUPSH;Masculino;1;Si;No;No;Fibra Optica;No;No;No;No;No;No;Un año;Si;TransfBanca (automatica);70.95;4555.2;65;Si;No
8950-MTZNV;Masculino;0;No;No;No;DSL;No;No;No;No;No;No;Mes a mes;Si;Cheque fisico;44.95;44.95;1;Si;No
0326-VDYXE;Femenino;0;Si;No;Si;Fibra Optica;No;No;Si;No;Si;Si;Un año;Si;Cheque electronico;97.65;6982.5;70;NA;No
6773-LQTVT;Femenino;1;Si;Si;No servicio tel;DSL;No;Si;Si;No;No;No;Mes a mes;Si;Cheque fisico;35.65;1025.15;29;No;No
7274-RTAPZ;Masculino;0;No;No;No;Fibra Optica;No;No;No;No;Si;Si;Mes a mes;Si;Cheque electronico;90.55;90.55;1;Si;Si
0436-TWFFZ;Femenino;0;No;No;Si;DSL;Si;No;Si;Si;Si;Si;Dos años;Si;Cheque fisico;85.25;5714.2;67;Si;No
8566-YPRGL;Femenino;0;No;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;Si;Cheque fisico;19.5;19.5;1;Si;No
0311-UNPFF;Femenino;0;No;No;No;Fibra Optica;No;No;No;No;Si;Si;Mes a mes;Si;TransfBanca (automatica);88.8;2274.35;26;Si;Si
6609-MXJHJ;Femenino;0;Si;Si;Si;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;Si;Cheque fisico;25.1;789.55;30;Si;No
2669-OIDSD;Femenino;0;Si;No;No;Fibra Optica;No;No;Si;Si;Si;Si;Mes a mes;Si;TarjetaCredito (automatico);100.05;4834;NA;Si;No
8400-WZICQ;Femenino;0;Si;Si;No;DSL;Si;Si;No;No;No;No;Mes a mes;No;Cheque electronico;55.7;3131.8;55;Si;No
3834-XUIFC;Masculino;0;No;No;Si;Fibra Optica;No;No;No;No;No;Si;Mes a mes;Si;Cheque fisico;85.2;602.55;7;Si;Si
9576-SYUHJ;Masculino;0;No;No;Si;Fibra Optica;Si;No;No;No;Si;No;Mes a mes;Si;Cheque electronico;91.15;3369.25;NA;Si;No
0410-IPFTY;Femenino;0;Si;No;No;Fibra Optica;No;Si;No;No;No;Si;Mes a mes;Si;TransfBanca (automatica);83.85;2674.15;31;Si;No
2831-EBWRN;Masculino;0;No;No;No;DSL;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;45.9;199.75;4;Si;No
9430-NKQLY;Masculino;0;Si;Si;Si;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;Si;TarjetaCredito (automatico);25.1;1790.8;72;Si;No
8414-MYSHR;Masculino;1;No;No;No;Fibra Optica;No;No;No;No;Si;Si;Mes a mes;Si;Cheque electronico;91.4;449.75;5;Si;Si
0247-SLUJI;Masculino;0;Si;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;Cheque fisico;19.7;19.7;1;Si;No
9402-ORRAH;Femenino;1;No;No;No;Fibra Optica;No;No;No;No;Si;Si;Mes a mes;Si;Cheque electronico;91.5;1400.3;NA;Si;No
6483-OATDN;Masculino;0;Si;Si;No;DSL;Si;No;No;No;No;No;Mes a mes;Si;TarjetaCredito (automatico);51.3;411.6;NA;Si;No
1293-HHSHJ;Femenino;0;No;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;No;Cheque fisico;21.1;741;35;Si;No
4840-ORQXB;Femenino;1;No;No;Si;Fibra Optica;No;Si;Si;No;Si;Si;Mes a mes;No;Cheque electronico;104.75;5841.35;56;Si;No
7599-FKVXZ;Masculino;0;Si;No;Si;Fibra Optica;No;No;Si;Si;Si;Si;Mes a mes;Si;TransfBanca (automatica);106.15;4512.7;42;Si;Si
3982-DQLUS;Masculino;1;Si;Si;Si;Fibra Optica;Si;Si;No;No;No;No;Mes a mes;Si;Cheque electronico;85.75;5688.45;65;NA;No
8610-ZIKJJ;Femenino;0;Si;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;No;Cheque fisico;20.3;31.9;2;Si;No
3756-VNWDH;Masculino;1;Si;No;Si;Fibra Optica;Si;No;No;No;Si;Si;Un año;Si;Cheque electronico;100.75;6674.65;65;Si;No
7801-KICAO;Femenino;0;No;No;Si;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;74.15;1345.75;18;Si;No
7673-LPRNY;Femenino;0;No;No;Si;DSL;Si;No;Si;No;Si;Si;Un año;Si;Cheque electronico;78.55;1843.05;23;Si;No
8229-TNIQA;Femenino;0;No;No;No;DSL;No;No;No;No;No;No;Mes a mes;Si;Cheque fisico;45.3;196.95;4;Si;Si
6060-QBMGV;Masculino;0;Si;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;TarjetaCredito (automatico);19.85;1433.8;70;NA;No
7339-POGZN;Femenino;0;No;No;Si;DSL;No;No;No;No;No;No;Mes a mes;No;Cheque electronico;50.7;214.55;4;Si;No
2828-SLQPF;Masculino;0;No;No;No;DSL;No;No;No;No;No;No;Mes a mes;Si;TransfBanca (automatica);45;865.85;19;Si;No
4465-VDKIQ;Femenino;0;No;No;No;Fibra Optica;No;Si;Si;No;No;No;Mes a mes;No;Cheque electronico;77.8;1358.6;18;Si;No
2921-XWDJH;Femenino;1;Si;No;No;Fibra Optica;Si;No;No;No;No;Si;Mes a mes;Si;Cheque electronico;83.45;3147.15;38;Si;No
6221-AVQYL;Masculino;0;No;No;Si;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;TarjetaCredito (automatico);73.25;131.05;2;NA;Si
2558-BUOZZ;Masculino;0;No;No;Si;Fibra Optica;Si;Si;No;No;Si;No;Un año;No;TransfBanca (automatica);94.8;4535.85;47;Si;No
9257-AZMTZ;Femenino;0;Si;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;TransfBanca (automatica);20.1;1078.75;52;Si;No
0003-MKNFE;Masculino;0;No;No;Si;DSL;No;No;No;No;No;Si;Mes a mes;No;Cheque fisico;59.9;542.4;9;Si;No
0975-UYDTX;Femenino;0;Si;No;Si;DSL;Si;Si;Si;Si;Si;Si;Un año;Si;TarjetaCredito (automatico);90.1;2312.55;26;Si;No
7743-EXURX;Masculino;0;Si;Si;No;DSL;No;No;Si;No;No;No;Mes a mes;Si;Cheque electronico;51.05;415.05;8;Si;Si
4682-BLBUC;Masculino;0;Si;No;No;DSL;No;Si;Si;Si;Si;No;Un año;Si;Cheque electronico;70.95;3250.45;44;Si;No
0975-VOOVL;Femenino;0;No;No;No servicio tel;DSL;No;Si;No;No;No;No;Mes a mes;No;Cheque fisico;29.2;98.5;3;NA;No
5968-VXZLG;Masculino;0;No;No;No;DSL;No;No;No;No;No;No;Mes a mes;Si;TransfBanca (automatica);46.6;87.9;2;Si;No
5569-KGJHX;Femenino;0;Si;Si;Si;Fibra Optica;No;No;No;No;Si;No;Mes a mes;Si;TransfBanca (automatica);85.35;754.65;9;Si;Si
4988-IQIGL;Masculino;1;No;No;Si;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;75.35;75.35;NA;Si;Si
5201-FRKKS;Masculino;0;No;No;No;Fibra Optica;Si;No;No;No;No;No;Mes a mes;No;TransfBanca (automatica);74.3;1952.25;25;Si;No
9799-CAYJJ;Femenino;1;Si;No;No;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;69.3;153.8;2;Si;No
7730-IUTDZ;Masculino;0;No;No;No;Fibra Optica;Si;No;No;No;No;No;Mes a mes;Si;Cheque electronico;NA;3198.6;43;Si;Si
0426-TIRNE;Femenino;0;No;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;Cheque fisico;20.9;20.9;1;Si;Si
5443-SCMKX;Femenino;0;Si;No;Si;Fibra Optica;No;Si;Si;No;No;Si;Un año;Si;Cheque electronico;94.3;NA;58;Si;No
8295-KMENE;Femenino;0;Si;Si;Si;DSL;Si;No;Si;Si;Si;No;Dos años;Si;Cheque fisico;76.45;4519.5;59;Si;No
6738-ISCBM;Masculino;0;No;No;No servicio tel;DSL;Si;No;Si;No;Si;Si;Un año;Si;Cheque electronico;54;2440.25;44;No;No
9821-BESNZ;Masculino;0;No;No;Si;Fibra Optica;No;Si;No;Si;Si;Si;Un año;Si;Cheque electronico;104.25;6860.6;66;Si;No
3678-MNGZX;Masculino;0;Si;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;TransfBanca (automatica);19.95;1377.7;68;Si;No
1335-NTIUC;Masculino;0;No;No;No servicio tel;DSL;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;24.95;190.25;9;No;No
2916-BQZLN;Masculino;0;No;No;Si;Fibra Optica;Si;No;Si;No;No;No;Mes a mes;Si;Cheque electronico;84.75;1651.95;19;Si;No
4558-CGYCZ;Masculino;0;No;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;Cheque fisico;19.75;78.3;4;Si;No
2368-GAKKQ;Femenino;0;No;No;Si;Fibra Optica;Si;Si;Si;Si;Si;Si;Dos años;Si;TransfBanca (automatica);113.65;7939.25;70;Si;No
8710-YGLWG;Masculino;0;No;No;No;DSL;No;No;No;No;No;No;Mes a mes;Si;Cheque fisico;44.9;44.9;1;Si;No
3199-XGZCY;Femenino;0;No;No;Si;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;75.25;576.7;8;Si;No
3785-KTYSH;Masculino;0;No;No;Si;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;Cheque fisico;24.6;1279;53;Si;No
6814-ZPWFQ;Masculino;1;No;No;Si;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;No;TransfBanca (automatica);25;1260.7;51;Si;No
4063-EIKNQ;Masculino;0;Si;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;TransfBanca (automatica);20.95;267.35;11;Si;No
6993-YCOBK;Masculino;0;Si;Si;Si;Fibra Optica;Si;No;Si;Si;Si;Si;Dos años;Si;Cheque electronico;110.6;6586.85;60;Si;No
5206-HPJKM;Masculino;0;No;No;No;DSL;Si;Si;No;No;No;No;Mes a mes;Si;TarjetaCredito (automatico);55.5;934.15;17;Si;No
7587-RZNME;Masculino;0;No;No;No;DSL;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;43.3;123.65;3;NA;Si
0748-RDGGM;Masculino;0;Si;No;No;Fibra Optica;Si;Si;Si;Si;Si;Si;Un año;Si;TransfBanca (automatica);109.5;7534.65;70;Si;Si
8393-JMVMB;Masculino;0;No;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;Cheque fisico;NA;19.45;1;Si;No
5019-GQVCR;Masculino;1;No;No;Si;Fibra Optica;No;No;No;No;Si;No;Mes a mes;Si;Cheque electronico;84.85;3645.6;43;Si;No
6036-TTFYU;Femenino;0;Si;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;Cheque fisico;19.6;314.45;16;Si;No
2550-AEVRU;Femenino;0;Si;Si;No;DSL;Si;Si;No;No;No;No;Un año;No;Cheque electronico;53.45;3053;57;Si;No
0969-RGKCU;Masculino;0;Si;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;No;TarjetaCredito (automatico);19.8;677.05;37;Si;No
0378-CJKPV;Femenino;0;Si;No;Si;Fibra Optica;Si;Si;Si;Si;Si;Si;Dos años;No;TarjetaCredito (automatico);NA;7965.95;72;Si;No
4706-AXVKM;Femenino;1;No;No;Si;Fibra Optica;No;No;No;No;No;Si;Mes a mes;Si;TarjetaCredito (automatico);NA;906.85;11;Si;Si
5889-JTMUL;Femenino;1;Si;No;Si;Fibra Optica;No;Si;Si;No;Si;No;Mes a mes;Si;Cheque electronico;95.05;4888.7;NA;Si;Si
9026-RNUJS;Masculino;1;No;No;No;DSL;No;No;Si;No;No;No;Mes a mes;No;Cheque electronico;50.35;237.25;5;Si;Si
3746-EUBYR;Masculino;0;Si;No;Si;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;TransfBanca (automatica);74.6;74.6;1;Si;Si
2332-EFBJY;Masculino;0;No;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;Si;Cheque fisico;19.7;342.4;16;Si;Si
2880-FPNAE;Masculino;1;Si;No;No;Fibra Optica;No;No;Si;No;No;No;Mes a mes;Si;Cheque electronico;74.2;140.1;2;Si;No
1703-MGIAB;Femenino;0;No;No;Si;DSL;No;No;Si;Si;Si;No;Mes a mes;Si;Cheque fisico;NA;1108;17;Si;No
4311-QTTAI;Femenino;0;No;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;No;TarjetaCredito (automatico);NA;295.55;16;Si;No
9474-PHLYD;Femenino;0;No;No;No;DSL;No;No;Si;No;No;Si;Mes a mes;Si;Cheque electronico;59.45;892.65;15;Si;Si
4318-RAJVY;Femenino;0;No;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;Si;Cheque fisico;19.8;198.25;10;Si;No
2165-VOEGB;Femenino;0;No;Si;No;Fibra Optica;Si;Si;No;Si;Si;Si;Un año;Si;TransfBanca (automatica);105.2;4822.85;46;NA;Si
3612-YUNGG;Masculino;0;Si;Si;Si;Fibra Optica;No;Si;Si;Si;Si;Si;Dos años;Si;TarjetaCredito (automatico);109.2;6741.15;64;Si;No
2254-DLXRI;Femenino;0;No;No;Si;Fibra Optica;No;Si;No;No;No;No;Mes a mes;Si;Cheque fisico;79.15;79.15;NA;Si;No
5062-CJJKH;Masculino;0;Si;Si;No;DSL;No;Si;Si;No;No;No;Un año;No;Cheque fisico;53.65;NA;25;Si;No
9028-LIHRP;Masculino;0;Si;Si;No;Fibra Optica;Si;Si;Si;Si;Si;No;Dos años;No;TarjetaCredito (automatico);100.2;7209;71;Si;No
2219-MVUSO;Masculino;0;No;No;No;DSL;No;No;No;No;No;No;Mes a mes;Si;Cheque fisico;45.15;438.4;8;Si;Si
1053-MXTTK;Femenino;0;Si;Si;No;Fibra Optica;Si;Si;Si;Si;Si;Si;Dos años;Si;TransfBanca (automatica);108.65;7726.35;72;Si;No
1530-ZTDOZ;Femenino;0;Si;No;No servicio tel;DSL;Si;No;No;No;Si;No;Mes a mes;No;TransfBanca (automatica);40.65;2070.75;49;No;No
1301-LOPVR;Masculino;0;Si;Si;No servicio tel;DSL;Si;Si;Si;Si;No;Si;Un año;Si;TarjetaCredito (automatico);55.35;1636.95;29;No;No
0853-TWRVK;Masculino;0;Si;No;Si;Fibra Optica;Si;Si;Si;Si;No;Si;Dos años;No;TransfBanca (automatica);105.6;7581.5;72;Si;No
8914-RBTSB;Masculino;0;Si;No;Si;Fibra Optica;No;Si;Si;No;Si;No;Mes a mes;No;Cheque electronico;93.8;3019.5;31;Si;Si
6212-ATMLK;Femenino;0;No;No;Si;Fibra Optica;No;No;No;No;Si;Si;Mes a mes;Si;Cheque electronico;95.7;4729.75;50;Si;No
8200-LGKSR;Masculino;0;Si;No;Si;DSL;Si;No;Si;Si;Si;Si;Dos años;No;Cheque electronico;83.2;6126.1;71;NA;No
1568-BEKZM;Masculino;1;Si;No;Si;DSL;Si;Si;Si;Si;Si;Si;Dos años;No;TarjetaCredito (automatico);90.05;6333.4;70;Si;No
0670-ANMUU;Masculino;0;No;No;Si;Fibra Optica;Si;No;No;Si;No;Si;Un año;No;TarjetaCredito (automatico);97.65;6687.85;71;Si;No
6897-RWMUB;Masculino;0;Si;Si;No;DSL;Si;Si;Si;Si;No;No;Dos años;Si;TransfBanca (automatica);68.05;4158.25;61;Si;No
0963-ZBDRN;Masculino;0;No;No;No;Fibra Optica;No;No;No;Si;Si;Si;Mes a mes;Si;Cheque electronico;NA;NA;32;NA;Si
7594-RQHXR;Femenino;0;No;Si;No;Fibra Optica;No;No;No;No;No;Si;Mes a mes;Si;Cheque electronico;79.6;79.6;1;Si;Si
6999-CHVCF;Masculino;0;No;No;Si;Fibra Optica;Si;Si;Si;No;No;Si;Dos años;Si;TransfBanca (automatica);102.1;7149.35;68;Si;No
6134-KWTBV;Masculino;0;No;No;Si;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;TransfBanca (automatica);23.4;1429.65;62;Si;No
1077-HUUJM;Femenino;0;No;Si;No;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;71.05;472.65;7;Si;No
6331-EWIEB;Masculino;0;No;No;Si;Fibra Optica;No;No;No;No;Si;No;Mes a mes;Si;Cheque electronico;85.25;1734.5;20;Si;Si
0895-LNKRC;Masculino;0;Si;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;No;Cheque fisico;19.45;113.5;NA;Si;No
2045-BMBTJ;Femenino;1;No;No;No servicio tel;DSL;Si;Si;Si;No;Si;Si;Mes a mes;Si;TransfBanca (automatica);59.45;1884.65;NA;No;No
8417-GSODA;Masculino;0;Si;Si;Si;Fibra Optica;No;No;No;No;Si;Si;Un año;No;TransfBanca (automatica);92.2;2568.15;NA;Si;No
5171-EPLKN;Masculino;0;No;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;TarjetaCredito (automatico);19.85;470;27;Si;No
4452-QIIEB;Masculino;0;No;No;No;DSL;No;No;No;No;No;No;Mes a mes;No;Cheque fisico;43.9;278.4;7;Si;No
5998-VVEJY;Masculino;0;No;No;Si;Fibra Optica;No;No;No;Si;No;No;Mes a mes;Si;Cheque electronico;80.5;2088.8;26;NA;Si
1624-NALOJ;Masculino;1;No;No;Si;Fibra Optica;No;Si;No;No;No;Si;Mes a mes;Si;Cheque electronico;89.8;502.6;5;Si;Si
6741-EGCBI;Masculino;1;No;No;Si;Fibra Optica;Si;No;No;No;No;Si;Mes a mes;Si;TarjetaCredito (automatico);90.5;2595.85;30;Si;No
7820-ZYGNY;Masculino;0;No;No;Si;Fibra Optica;No;Si;No;No;No;Si;Un año;No;TarjetaCredito (automatico);90.45;5825.5;63;Si;No
4317-VTEOA;Masculino;0;No;No;No;DSL;No;Si;No;No;No;No;Mes a mes;Si;Cheque electronico;50.75;50.75;1;Si;Si
9677-AVKED;Femenino;0;No;Si;Si;DSL;No;Si;Si;Si;Si;Si;Un año;Si;Cheque electronico;84.6;4449.75;53;NA;No
1670-SVOWZ;Femenino;0;Si;Si;No;Fibra Optica;No;Si;No;Si;No;Si;Mes a mes;Si;TarjetaCredito (automatico);89.65;1208.35;14;Si;Si
2227-JRSJX;Femenino;0;No;No;No;Fibra Optica;No;Si;No;Si;Si;Si;Mes a mes;Si;TransfBanca (automatica);99.15;1956.4;NA;Si;No
9847-HNVGP;Masculino;0;No;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;No;Cheque fisico;19.95;310.6;17;Si;No
6696-YDAYZ;Masculino;0;Si;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;Cheque fisico;20.5;290.55;16;Si;No
8980-WQFWL;Femenino;0;No;No;No;DSL;No;No;Si;No;No;Si;Mes a mes;Si;Cheque electronico;62.1;2096.1;35;Si;No
1730-ZMAME;Femenino;1;No;No;No;Fibra Optica;No;No;No;No;No;Si;Mes a mes;Si;Cheque electronico;79.5;2665;32;Si;No
6506-EYCNH;Femenino;0;Si;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;Si;TransfBanca (automatica);19.55;543.8;28;NA;No
4634-JLRJT;Femenino;0;No;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;Si;Cheque fisico;20.35;20.35;1;Si;No
9501-UKKNL;Masculino;0;No;No;No servicio tel;DSL;No;No;No;Si;Si;Si;Mes a mes;Si;Cheque electronico;51.7;3005.8;59;No;No
