"","ID","Edad","Experiencia","Ingreso","Postal","Familia","credito","educacion","cuenta.de.ahorros","servicios.online","Mora"
"3674",688,48,22,65,92120,2,1.5,2,0,1,0
"3675",4758,26,2,135,94588,1,1.5,1,0,0,0
"3677",649,50,25,34,95621,1,1.3,2,0,1,0
"3678",1436,43,17,55,90266,1,0.2,1,0,1,0
"3679",2358,44,19,34,95005,4,0,2,0,0,0
"3680",2950,37,11,19,95054,3,0.2,2,0,1,0
"3681",3565,33,7,29,94720,1,0.6,3,0,0,0
"3682",1696,30,6,184,91911,1,6,1,0,1,0
"3683",1132,57,27,90,91709,2,4.5,3,0,1,0
"3684",3942,57,33,79,94588,1,2.7,2,0,1,1
"3685",2232,46,20,134,94575,1,5.7,1,0,1,0
"3686",234,62,37,58,91320,4,1.7,1,0,1,0
"3687",3257,34,9,41,94305,1,2.5,3,0,0,0
"3688",4387,53,27,122,94305,1,2.4,1,0,0,0
"3689",444,48,24,29,90509,1,1,1,0,0,0
"3690",3651,47,21,93,91604,2,0.8,3,0,0,0
"3691",3764,62,36,81,95051,3,4.4,1,0,0,1
"3692",1956,43,17,32,90401,3,0.5,2,0,1,0
"3693",1168,37,12,190,92354,2,3,1,0,1,0
"3694",4704,57,27,62,94025,3,2,3,0,1,0
"3695",398,26,2,48,90503,3,0.7,2,0,1,0
"3696",4595,53,27,31,91320,3,0.9,3,1,1,0
"3697",2029,42,17,9,91710,2,0,3,0,0,0
"3699",4364,30,4,18,93711,4,0.3,2,0,1,0
"3700",307,55,29,79,92373,3,0.8,1,0,1,1
"3701",1326,50,24,79,94304,1,0.3,1,0,1,0
"3702",1486,34,9,99,90245,4,2.2,2,0,1,0
"3703",1187,62,38,43,94928,4,1.2,2,0,1,0
"3705",3287,62,36,58,95020,1,2.8,2,0,0,1
"3706",314,34,9,41,93720,3,2.3,1,0,0,1
"3707",1320,32,6,35,94005,2,0.3,1,0,0,1
"3711",238,62,38,83,92521,1,1.8,3,0,1,0
"3712",4674,50,23,18,95503,2,1,2,0,1,1
"3714",3223,49,23,81,93107,2,0.8,3,0,0,0
"3715",4171,31,7,44,93561,1,1.2,1,0,1,1
"3716",2179,37,13,158,93943,2,2.3,2,0,1,1
"3717",3749,33,7,100,94025,1,2.7,2,0,1,0
"3718",2773,55,31,130,92646,4,6.5,1,0,0,1
"3719",1084,28,3,65,95014,3,2.6,3,0,0,0
"3720",2938,62,36,89,94022,2,2,1,1,1,1
"3721",2977,33,8,82,95747,1,2.6,2,0,1,1
"3722",2184,34,8,29,90025,2,2,3,1,1,1
"3723",3469,43,19,113,93933,2,1.8,2,0,0,1
"3724",4280,39,15,80,94608,2,1.8,2,1,1,1
"3725",2536,50,25,21,90274,2,0.7,3,1,0,0
"3726",1087,63,37,40,94024,2,1,3,0,0,0
"3727",215,54,28,94,90291,1,1.9,2,0,0,0
"3728",2336,37,13,59,93907,1,3.6,2,0,0,0
"3729",419,27,0,33,90089,4,1,3,0,0,0
"3730",4332,61,37,158,94720,2,6,1,0,1,1
"3733",3610,29,5,162,94022,1,4.3,1,0,0,1
"3734",536,51,25,132,94143,1,0.3,1,0,1,0
"3736",717,29,5,31,96064,4,0.4,2,1,1,1
"3737",1289,63,38,129,91326,1,0.9,1,0,1,0
"3738",752,53,28,98,90210,1,1.3,3,0,1,0
"3739",4901,26,1,74,90028,4,2.2,1,0,1,0
"3740",1241,52,27,15,91320,4,0.8,1,0,0,0
"3741",1783,37,11,60,95825,2,2.8,1,0,0,1
"3742",2665,54,29,154,95014,1,2.4,2,0,1,0
"3743",2578,55,29,78,95521,1,0.8,3,0,1,0
"3745",1374,60,35,135,92612,3,0.3,3,0,1,0
"3746",4079,36,12,58,91320,1,3.6,2,0,0,0
"3748",4228,32,7,111,90277,1,3.8,1,0,0,0
"3749",3043,52,26,78,94301,3,3,2,0,0,0
"3750",2006,47,23,170,90254,2,6.5,2,0,1,1
"3751",3044,47,22,42,91754,3,2.7,2,0,1,1
"3752",1125,38,12,29,94022,4,0.2,1,0,0,1
"3754",413,45,20,89,93311,4,1.9,3,0,1,0
"3756",175,42,17,168,95503,2,7.9,2,0,1,0
"3757",1815,48,22,79,95747,3,0.7,2,0,1,0
"3758",487,55,30,84,92173,2,3.7,1,0,1,0
"3759",3799,55,25,35,93943,3,1,3,0,1,1
"3760",4435,35,9,51,94596,4,2.2,2,1,1,0
"3761",815,33,8,45,93943,2,0.1,1,0,0,1
"3762",710,29,4,72,95841,4,2.2,1,0,1,0
"3763",3645,59,33,41,91711,4,2.5,1,1,0,0
"3764",2387,31,5,72,94542,3,1.6,1,0,1,0
"3765",1120,41,16,79,96064,1,1,3,1,1,0
"3766",1113,52,28,51,94949,1,1.6,3,0,0,1
"3767",1219,62,36,98,92122,2,2.8,1,0,0,0
"3768",21,56,31,25,94015,4,0.9,2,0,1,0
"3770",2112,60,34,40,94105,1,1.6,1,0,1,0
"3771",2645,40,14,28,94061,2,0.8,3,0,0,0
"3772",3943,42,17,89,90095,1,0.1,2,0,1,0
"3773",603,29,5,135,95035,2,0.6,1,0,0,0
"3774",3803,31,7,10,95616,4,0.7,2,0,1,0
"3776",3874,54,30,54,94550,1,1.6,3,0,1,0
"3780",479,44,20,150,95060,2,3.3,1,0,0,1
"3781",1687,62,38,39,96003,4,2.2,1,0,1,0
"3782",2205,63,37,20,94704,2,0.4,1,0,0,0
"3783",1889,36,10,93,94305,1,2.8,3,0,1,0
"3784",1529,34,9,134,94550,1,4.6,1,0,1,0
"3785",3194,31,7,140,95616,1,4,1,1,0,1
"3786",3092,58,32,42,95020,3,1.4,3,0,0,1
"3787",3882,46,20,55,91016,1,1.5,2,0,0,0
"3788",3694,52,27,28,93117,3,1.7,2,0,0,0
"3790",3228,31,7,18,94720,1,0.4,3,0,1,0
"3791",4188,30,5,109,94305,4,2.2,2,0,0,1
"3792",3546,48,22,174,95827,1,2.4,1,0,1,0
"3796",3094,29,5,34,90717,4,0.4,2,0,0,1
"3797",4449,59,34,40,94102,3,0.9,3,1,1,0
"3799",3150,49,25,25,95192,4,1,1,0,1,1
"3800",690,54,30,18,94591,1,0.3,1,1,1,0
"3801",939,62,37,19,95818,4,0.4,2,0,0,0
"3802",3411,36,11,9,90230,4,0.2,3,0,1,0
"3803",646,35,9,84,95120,4,2.2,2,1,0,0
"3804",4314,52,28,79,94596,1,2.7,2,0,1,1
"3805",4042,45,19,40,95060,1,0.2,1,0,1,1
"3806",2995,50,24,179,94025,1,1,1,0,1,0
"3808",4588,37,11,59,94720,4,0.2,3,0,0,0
"3809",1676,60,35,119,90266,2,3.9,1,0,1,0
"3810",4250,37,12,63,91942,4,2.1,3,0,1,0
"3811",3744,40,14,78,94720,4,1.4,2,0,1,1
"3812",3241,62,36,63,93407,1,1.6,1,1,1,0
"3813",2628,56,30,61,93106,3,2.5,1,0,1,0
"3814",1310,38,14,71,95136,4,2,3,0,0,0
"3815",2649,26,0,155,93105,2,7.2,1,0,0,0
"3817",610,37,11,24,91770,4,1.5,3,0,0,0
"3819",3115,29,4,55,90024,4,2,2,0,1,0
"3820",1080,54,30,145,94591,2,6.8,1,0,0,0
"3821",696,29,4,115,92717,1,1.9,1,0,0,0
"3823",1107,37,13,70,92101,2,2.7,1,0,0,0
"3824",2229,48,23,43,90254,4,1.9,3,0,1,0
"3825",791,55,30,58,92028,4,0.9,1,0,1,1
"3826",2498,33,9,14,95133,3,0.9,3,0,0,0
"3827",2631,63,37,113,94611,4,1.7,3,0,1,1
"3829",1929,58,34,35,94122,1,1.2,3,0,1,0
"3830",3590,38,12,52,92807,2,2.4,2,0,0,0
"3834",4554,50,25,44,92093,2,0.7,2,0,1,0
"3835",484,29,5,30,90095,3,1,2,0,0,0
"3837",52,61,37,131,94720,1,2.9,1,0,1,0
"3839",399,54,30,23,94608,2,0.4,1,0,0,0
"3840",3848,43,18,94,94110,4,1.1,2,0,0,0
"3841",2870,60,35,22,92660,1,1.3,1,0,0,0
"3842",3823,63,33,178,91768,4,9,3,0,0,0
"3843",2961,55,29,38,90035,4,1.5,3,0,0,1
"3844",587,39,14,101,94305,2,0.4,1,0,1,1
"3845",3893,59,33,102,91763,2,1.4,1,0,1,0
"3846",3120,61,36,54,91320,3,0.9,3,0,1,0
"3847",3885,27,1,112,91330,4,2.3,3,0,1,1
"3848",4022,40,14,42,90638,2,0.3,1,0,0,1
"3849",1873,43,17,98,94402,3,1.1,1,0,0,0
"3850",4855,44,20,105,91730,1,4.7,1,0,0,1
"3851",2923,52,26,49,90011,1,1.4,3,0,1,0
"3853",4896,45,20,201,92120,2,2.8,1,0,1,1
"3854",1949,39,15,62,93955,4,2.4,1,0,0,0
"3855",3029,63,39,38,92624,3,0.1,3,0,1,1
"3856",1973,28,2,114,94606,4,2.1,3,0,1,0
"3857",1835,41,16,23,94143,2,0.3,2,0,0,0
"3858",670,56,29,41,94109,4,2.5,2,1,0,0
"3859",4001,62,37,93,93003,3,3,3,0,1,1
"3860",920,51,27,88,91116,1,2.6,2,0,0,1
"3862",3643,55,29,21,92704,4,0.7,3,0,1,0
"3864",2643,54,29,81,92096,2,0,3,1,1,0
"3866",1829,30,4,25,92123,2,0.3,2,0,0,0
"3868",244,65,39,170,90095,3,7.9,3,0,1,0
"3869",2728,45,19,69,90840,1,2.8,1,0,1,1
"3870",3479,31,6,133,95747,1,1.5,3,1,0,0
"3871",4741,56,30,178,93940,1,2.9,1,0,1,0
"3874",570,40,14,70,95136,3,2.1,1,0,0,0
"3875",3165,28,4,82,95136,4,0,1,0,1,1
"3876",4811,58,34,11,92037,2,0.3,1,0,1,0
"3878",146,59,35,124,90007,1,7.4,1,0,0,1
"3879",3502,65,39,105,91380,4,1.7,3,0,1,0
"3880",1085,60,35,191,93407,4,5.6,3,0,0,0
"3881",4304,45,21,134,94550,2,3.3,1,0,1,1
"3882",3616,58,34,149,95616,2,6,1,0,1,1
"3883",4494,52,28,74,96064,1,2.6,2,0,1,1
"3884",4268,52,26,194,91902,2,5.7,2,0,1,0
"3886",3446,37,13,38,94701,1,1.5,2,0,0,1
"3887",2300,62,37,15,94583,3,0.1,3,0,0,0
"3889",1591,49,23,58,95819,4,2.6,1,0,0,0
"3890",2969,44,18,162,90840,4,1.3,1,0,0,0
"3891",2087,36,12,84,90291,1,0.8,2,0,1,1
"3892",2767,58,32,108,95123,3,4.4,1,0,1,0
"3893",292,43,16,8,90089,3,0.67,2,0,1,0
"3894",1795,56,32,98,91355,3,3.9,3,0,0,0
"3895",1828,56,30,113,92704,2,2.7,1,0,0,1
"3896",3000,60,34,44,94143,1,0.2,1,0,0,1
"3899",150,48,22,42,93955,3,2.2,2,0,0,0
"3900",2533,53,28,19,94608,4,0.8,1,0,0,1
"3902",1802,35,10,78,92121,1,2.6,2,0,0,0
"3903",2825,62,36,44,92867,2,0.3,1,0,0,0
"3904",3789,32,7,82,95616,2,2.5,1,0,1,1
"3906",1280,48,22,84,90024,2,0.4,3,0,0,0
"3907",3832,37,12,132,90089,2,3.9,1,0,0,0
"3908",2274,27,1,83,91775,4,2.1,3,0,1,1
"3909",1932,28,2,140,92122,2,2,1,0,1,0
"3910",4376,34,10,51,90032,3,2,1,0,0,0
"3911",1160,50,26,23,92028,4,0.2,1,0,0,1
"3912",2351,52,28,22,91711,2,0.4,1,0,1,1
"3914",4036,34,9,180,93955,2,6.5,3,0,1,0
"3915",691,59,34,52,94115,2,1.6,3,0,1,0
"3916",273,29,3,45,95023,4,0.2,1,0,1,1
"3917",4438,63,38,63,92507,2,1.5,1,0,1,0
"3918",1329,60,36,145,95616,4,6.9,1,0,0,1
"3919",368,32,8,98,95054,2,2,2,0,1,0
"3920",2276,40,16,115,94305,1,3.4,1,0,1,0
"3921",1035,49,23,84,90095,3,2.1,1,0,1,0
"3923",441,64,39,59,92626,2,1.5,1,0,1,0
"3924",2379,30,5,61,95605,1,0.8,2,1,1,0
"3925",850,33,8,58,94305,2,0.1,1,0,1,1
"3926",2705,38,13,191,91710,2,3,1,0,1,0
"3927",4436,46,21,34,90840,2,1.3,1,0,0,0
"3928",1584,61,36,184,92028,4,2.3,2,1,1,1
"3930",1246,46,21,41,94025,1,1.4,3,0,1,0
"3932",2222,59,33,73,92056,2,1.7,3,0,1,1
"3933",2830,35,9,82,94720,1,2.5,1,0,0,0
"3934",3364,58,34,54,93003,4,1.3,2,0,1,0
"3935",4748,49,25,91,94704,4,1.4,2,0,1,0
"3936",555,28,2,149,94720,2,7.2,1,0,1,0
"3937",125,39,15,78,92121,4,2.4,1,0,1,0
"3938",976,63,38,83,92122,2,3.4,1,0,0,0
"3939",1063,47,21,83,92220,1,3.8,1,0,0,0
"3940",3084,40,16,78,90720,4,2.4,1,1,1,0
"3941",4667,34,9,72,94555,3,2.3,1,0,0,0
"3942",648,62,38,64,95064,4,2.2,1,1,1,1
"3943",984,46,22,142,92220,2,3.3,1,0,0,0
"3944",2886,57,31,113,91711,4,0.6,3,1,1,0
"3945",4821,42,17,44,94124,1,0.3,3,1,1,1
"3947",1281,65,40,98,95064,3,1.8,2,0,0,0
"3950",3258,59,35,84,92407,1,1.8,3,0,1,0
"3951",1881,44,19,49,94720,4,1.9,3,0,1,0
"3952",288,37,12,62,92110,3,0.7,2,1,0,1
"3953",3797,24,-2,50,94920,3,2.4,2,0,0,0
"3955",109,33,7,32,95136,1,0.6,3,0,1,0
"3956",2506,33,7,43,96064,4,0.8,1,1,0,0
"3957",4194,62,37,31,95008,3,0.2,1,0,1,0
"3958",4677,39,13,68,91950,3,2.1,1,0,1,0
"3959",1177,29,3,103,90049,4,3.4,1,0,1,0
"3961",3947,25,-1,40,93117,3,2.4,2,0,1,0
"3962",2844,27,3,20,95616,4,1,1,0,1,1
"3963",891,55,29,29,92780,4,1.5,3,0,1,0
"3964",911,60,36,79,92120,1,1.8,3,0,0,1
"3965",1800,38,14,28,95821,4,0.4,2,0,1,0
"3966",1613,41,17,33,94550,1,0.7,1,0,0,0
"3967",3476,54,30,13,92037,1,0.3,1,1,0,0
"3968",1332,31,7,84,92692,1,0.1,1,0,1,0
"3969",2888,40,16,109,94025,2,2.2,1,0,1,0
"3970",2183,40,14,22,94566,2,1.4,3,0,0,0
"3972",1090,53,29,94,92103,4,1,2,0,1,0
"3974",3659,60,35,24,92612,1,0.1,1,0,0,0
"3975",1789,38,13,23,91116,4,0.2,3,0,1,0
"3976",37,59,35,121,94720,1,2.9,1,0,0,1
"3977",2182,45,15,32,94143,1,0.75,3,0,1,0
"3979",746,30,4,49,93955,3,1.1,2,0,0,1
"3980",72,53,29,69,93907,4,1,2,0,1,0
"3981",3464,28,3,149,92121,1,0.8,1,0,1,0
"3982",4725,34,8,21,94107,4,1,1,0,0,0
"3983",3728,56,30,31,94117,2,0.3,1,0,1,1
"3986",697,51,27,63,92251,2,1,3,0,1,0
"3987",2816,26,1,48,94019,3,2.6,3,0,0,0
"3988",1362,50,26,38,95039,4,0.9,2,0,1,0
"3989",3529,43,17,41,90210,3,2.2,2,0,1,0
"3990",3902,34,10,53,94107,3,2.6,2,0,1,0
"3991",4050,54,28,82,94122,4,2.6,3,0,0,0
"3992",2349,51,25,85,94015,4,4.9,1,0,1,1
"3993",1040,41,16,175,94304,2,1.1,3,1,1,0
"3994",2490,29,3,41,92626,4,0.2,1,0,1,0
"3995",2364,39,13,61,90095,2,2.4,2,0,1,0
"3996",1537,36,12,73,95617,4,2,3,0,1,0
"3997",1564,55,29,19,92109,4,0.7,3,0,0,1
"3998",4707,60,36,8,92626,2,1,1,0,0,0
"3999",1422,42,17,54,94720,4,1.9,3,0,0,0
"4000",4466,39,15,54,94108,4,2.2,2,0,0,1
"4003",3127,57,32,74,92780,4,0.7,1,0,0,1
"4004",1139,30,6,83,93101,4,3.4,1,0,1,0
"4005",3082,36,10,78,95064,2,4.5,3,0,1,1
"4007",3837,45,19,31,95616,3,0.5,2,0,1,1
"4009",173,38,13,171,92717,2,7.8,1,0,1,0
"4010",1974,47,22,11,92192,2,0,1,0,0,0
"4012",3951,38,14,62,94143,1,1.5,3,0,1,0
"4013",1804,58,32,59,94542,1,1.6,1,0,1,0
"4015",2965,35,10,73,93943,3,2.3,1,0,1,0
"4016",357,56,30,24,94704,2,0.4,3,0,0,0
"4017",3984,39,13,93,93555,4,3.6,3,0,1,0
"4018",53,30,6,72,94005,1,0.1,1,0,0,0
"4019",3385,36,11,162,94583,1,8.6,1,0,1,0
"4020",4056,42,18,65,93460,3,2.1,3,0,1,1
"4021",1911,43,18,83,95616,2,3.8,3,0,0,0
"4022",1144,33,7,120,94022,1,3.2,3,0,1,0
"4023",2639,28,4,45,94025,1,1,3,0,1,0
"4024",899,57,32,63,94111,4,0.7,1,0,1,0
"4025",4884,38,13,129,92646,3,4.1,3,0,1,1
"4026",1098,50,24,188,92007,3,1.3,1,0,0,1
"4027",3559,60,34,60,94065,3,2.5,1,0,1,0
"4028",2330,30,4,39,94022,1,1.5,1,0,1,0
"4030",3208,56,32,84,93407,1,4.3,1,0,1,1
"4031",2353,46,19,59,93555,3,2.67,2,0,0,0
"4032",219,44,20,72,92807,3,0.3,3,0,1,0
"4033",600,28,4,103,94720,2,2.5,1,0,1,1
"4034",3050,60,35,125,94720,2,3.9,1,0,0,0
"4035",3740,39,14,80,90502,2,0.4,1,1,0,0
"4037",3796,51,25,39,94010,1,1.2,2,0,1,0
"4038",1697,45,21,140,91024,2,7.6,1,0,0,0
"4039",3581,41,16,62,94553,2,2.2,3,0,1,1
"4040",3813,39,13,52,94720,1,2,1,0,0,1
"4041",3424,61,35,38,93009,2,1,3,0,0,0
"4042",4358,39,14,141,93302,4,6.3,1,0,1,1
"4043",140,59,35,18,93305,1,1.2,3,0,1,0
"4044",58,56,31,131,95616,2,1.2,3,1,0,0
"4047",4017,53,28,173,91614,4,2.7,1,0,1,0
"4049",3896,36,12,59,94104,3,2,1,0,0,0
"4050",2562,31,5,180,94720,1,2.9,3,0,0,0
"4051",3596,38,14,104,90025,2,1.8,2,0,0,0
"4052",3028,53,29,50,93305,4,0.1,3,0,1,0
"4053",3719,45,19,8,92833,2,0.1,3,0,0,1
"4054",1887,65,41,115,94105,4,1.7,2,0,0,0
"4056",1078,29,3,175,90095,3,3.3,3,0,1,0
"4057",1539,55,30,34,95820,4,0.1,3,0,1,0
"4058",4824,46,21,115,95616,2,4.2,3,0,1,1
"4059",1734,40,16,125,95125,2,2.2,1,1,1,0
"4062",958,56,32,88,94309,2,0.3,1,0,1,0
"4063",3261,55,30,84,95821,2,0,3,0,0,0
"4064",4129,46,21,53,93555,4,1.9,3,0,0,0
"4065",3589,62,38,65,91768,1,0,2,0,1,0
"4066",3117,36,10,21,92008,3,0.1,2,0,0,1
"4067",254,47,21,138,94583,1,0,1,0,0,0
"4068",1364,32,8,79,92115,1,0.1,1,0,0,0
"4069",2189,29,4,9,92037,4,0.5,3,1,1,1
"4071",56,41,17,139,94022,2,8,1,0,1,0
"4072",2589,61,36,29,93065,1,1.3,1,0,0,0
"4074",4336,36,10,82,94542,2,2.8,1,0,0,1
"4075",4244,46,22,74,94550,3,0.7,1,0,1,0
"4077",505,40,10,44,94720,3,2,3,0,1,0
"4078",604,63,38,28,94720,2,0.5,2,1,1,0
"4079",4351,64,39,101,95134,4,3.4,2,1,0,1
"4080",1353,51,27,20,90401,4,0.5,2,0,1,0
"4081",4852,55,31,124,93407,2,0.3,1,0,1,0
"4082",546,43,19,28,94303,4,0.3,1,0,0,0
"4083",427,42,18,75,92182,3,2.33,1,0,0,1
"4085",591,29,3,39,94612,4,2.1,3,1,1,0
"4086",548,44,14,44,94132,3,2,3,1,1,1
"4087",2654,30,5,121,94555,2,3.1,1,1,1,0
"4088",795,54,29,44,91301,2,2.3,3,0,1,0
"4091",2964,29,3,41,94588,1,1.9,3,0,1,1
"4093",1759,40,14,54,96003,2,0.7,1,0,0,0
"4094",3367,33,9,152,90024,1,6,1,0,1,1
"4095",970,41,15,58,94704,3,0.5,3,0,1,0
"4096",282,57,31,65,94118,4,2.6,3,0,0,1
"4097",1670,43,18,21,95037,2,1.4,2,0,1,1
"4099",2859,36,11,158,95054,2,7.8,1,0,1,1
"4100",2489,38,14,105,94708,2,1.9,1,0,1,0
"4101",2866,59,33,23,94002,2,0.2,3,0,1,0
"4102",4327,32,8,42,95136,1,0.2,3,0,1,0
"4103",803,36,12,51,92521,3,2,1,0,1,0
"4104",2095,57,31,64,90024,3,2.5,1,0,0,1
"4105",1301,61,36,23,91754,2,0.5,2,1,1,0
"4106",4790,58,34,84,95120,4,1.6,2,0,1,0
"4108",2697,63,37,78,91711,4,1.7,3,0,1,0
"4109",3725,44,20,39,93108,2,2.1,3,0,0,0
"4110",3138,61,36,13,91711,3,0.5,1,0,1,0
"4112",3288,39,13,32,90747,2,0.8,3,0,1,0
"4114",3571,54,29,32,91107,2,0.6,3,1,1,1
"4115",276,49,24,50,94706,4,1.8,3,0,0,0
"4116",1773,36,11,15,94720,2,0.3,2,0,0,0
"4117",494,50,24,173,94720,1,1,1,0,1,1
"4121",2048,63,38,134,90640,3,4,2,0,0,1
"4122",653,34,9,92,90005,1,2.8,1,1,1,0
"4123",77,58,32,12,91320,3,0.3,3,0,0,0
"4124",869,40,15,161,94596,2,3.3,1,0,0,1
"4125",1296,42,17,28,92866,1,0.5,3,0,0,0
"4126",340,39,13,89,92110,4,1.4,2,0,0,0
"4128",1751,60,34,61,95521,4,1.7,2,0,0,0
"4132",3380,65,41,83,94305,3,2,3,0,1,0
"4133",450,61,37,60,91706,3,2,3,0,1,0
"4137",4090,30,4,85,94234,4,2.1,3,0,1,0
"4139",1490,62,38,99,91604,4,1.7,2,0,0,0
"4140",3933,26,2,55,94305,3,0.7,2,0,1,0
"4141",2725,49,24,30,90212,4,0.4,2,0,1,1
"4143",1637,65,39,100,92122,4,1.7,3,0,0,1
"4144",1589,29,3,55,95616,3,1.1,2,0,1,0
"4146",3030,41,17,119,94960,2,6.1,1,0,1,0
"4149",2972,52,25,43,91380,3,1,2,0,1,1
"4150",1511,57,32,33,95747,2,2,2,0,1,0
"4151",1634,62,38,53,92121,1,0,2,0,0,0
"4152",2679,63,38,148,93023,2,4.3,3,0,1,0
"4153",4630,48,24,148,91311,2,3.3,1,0,1,1
"4154",3388,63,37,25,94035,2,0.2,3,1,1,0
"4155",1319,52,26,178,94234,1,1,1,0,0,0
"4156",2121,41,17,44,93106,1,0.3,3,0,1,0
"4157",870,54,30,29,93014,2,0.8,1,0,0,1
"4158",1291,62,38,100,90277,4,1.7,2,0,1,0
"4159",1955,44,20,81,90245,4,2,3,0,1,0
"4162",3539,26,0,23,93561,1,0.1,2,0,0,0
"4163",4772,36,11,85,90502,3,1.2,3,0,1,0
"4164",4885,60,34,50,95670,3,2.2,3,0,1,1
"4165",1378,27,3,109,93023,2,2.5,1,0,1,0
"4166",1126,37,13,172,95003,2,6.5,1,0,0,0
"4167",1947,53,23,58,94720,4,2,3,0,1,1
"4168",3586,45,18,45,92037,3,1,2,0,1,0
"4169",440,47,23,29,94304,4,0.6,1,0,1,0
"4172",4899,52,26,19,94143,1,1.4,3,0,1,0
"4174",862,60,30,28,92354,1,1.5,3,0,1,0
"4176",744,61,37,40,94539,4,2.2,1,0,1,1
"4177",1733,25,0,88,94566,2,1.8,2,0,1,1
"4180",665,54,30,64,95126,1,1.8,3,0,0,1
"4181",1534,62,37,155,93943,1,1.3,1,0,0,0
"4182",2386,43,17,125,94720,4,3.5,2,0,0,0
"4183",3642,59,35,74,94402,4,2.3,3,0,0,0
"4184",4891,61,35,51,93555,3,1.4,3,0,1,0
"4185",177,52,25,44,93111,3,1,2,1,1,0
"4186",3977,60,33,42,90277,4,2.5,2,0,1,0
"4187",4006,56,32,32,95827,2,0.8,1,0,1,0
"4188",4642,36,11,31,94022,4,1.7,1,0,1,1
"4189",172,52,28,11,95817,3,0.4,1,0,0,0
"4190",2865,65,41,84,95762,2,0,3,0,1,1
"4191",3486,39,13,39,92103,2,0.8,3,1,0,0
"4192",3658,52,26,104,94025,2,2.4,2,0,1,1
"4193",2215,53,27,89,92735,1,0.8,3,0,1,1
"4194",4098,60,34,92,95670,2,2,1,0,0,0
"4195",4911,48,22,120,90291,1,0,1,1,1,0
"4196",3558,46,20,54,90755,4,2.9,1,0,1,1
"4197",1953,30,5,78,92037,1,2.6,2,0,1,0
"4198",3661,38,12,59,93401,2,2.4,2,0,0,0
"4200",2555,63,39,53,93940,1,0.8,1,0,0,0
"4201",2325,41,11,35,93107,1,0.75,3,0,1,0
"4202",2337,34,8,99,93460,2,4.5,3,1,0,0
"4203",4218,45,21,29,95051,1,0.3,3,0,1,1
"4206",2648,61,37,155,91605,1,2.9,1,0,1,0
"4208",3513,46,20,70,90405,4,2.9,1,0,0,1
"4209",3557,35,11,30,94303,1,1.7,1,0,0,1
"4210",2053,28,3,120,94080,1,0.8,1,0,0,0
"4211",2319,60,34,23,94803,1,0.8,2,0,1,0
"4212",4499,51,26,133,90291,1,0.6,1,0,0,0
"4213",2005,30,4,44,92704,1,1.9,3,0,0,0
"4214",4789,36,10,39,92009,1,2,1,0,0,0
"4215",3121,35,11,75,94542,2,1.7,2,0,1,0
"4216",3994,30,6,13,93555,3,0.9,3,1,1,0
"4217",4324,52,28,31,92008,4,0.9,2,0,1,0
"4220",3601,44,20,38,90018,2,2.1,3,0,1,0
"4221",2699,38,14,122,95819,2,8,1,0,1,1
"4222",4409,64,40,181,93403,2,2.3,2,0,1,1
"4223",3595,34,8,79,95616,1,2.5,1,0,1,0
"4225",1919,39,9,118,93555,2,6,3,0,1,1
"4226",1046,43,18,84,92096,1,4,3,0,0,0
"4227",894,58,32,43,93943,3,1.4,1,0,0,1
"4229",4812,36,12,123,90502,2,3,3,0,0,0
"4231",4238,60,34,78,90401,3,4.4,1,0,0,0
"4232",2441,31,5,22,91401,1,0.6,3,0,0,0
"4233",2100,53,29,10,90095,2,0.4,1,0,0,0
"4234",4315,35,9,79,94305,4,2.2,2,0,0,0
"4235",3389,45,21,115,91320,2,3.3,1,0,1,0
"4237",1649,47,21,85,93106,2,1.7,2,0,0,1
"4238",2030,30,3,61,92152,4,2,2,0,1,0
"4239",2436,34,9,102,92115,4,2.2,2,0,1,0
"4240",2186,54,30,69,92009,1,1.6,3,0,1,1
"4241",425,56,30,38,92029,1,0.2,1,0,0,0
"4242",2988,33,7,39,92037,2,2,3,0,0,0
"4243",287,51,25,45,94806,3,0.6,2,0,1,0
"4244",1406,46,22,183,91605,1,3.1,2,0,1,1
"4245",4561,43,18,13,94709,2,0.1,2,0,1,1
"4246",1831,38,13,119,94571,2,7.8,1,0,0,0
"4248",2082,52,27,45,95006,1,1.3,2,0,0,0
"4249",804,52,27,62,92661,4,1.8,3,0,0,0
"4250",4390,58,32,40,90057,1,1.6,1,0,1,1
"4251",4803,35,11,58,91330,3,2.8,1,0,1,0
"4252",686,35,8,48,93107,2,1.67,2,0,1,0
"4254",923,32,6,38,92868,1,0.3,1,0,1,0
"4255",1660,33,7,139,95828,1,4,3,0,1,1
"4257",3606,61,31,130,92333,2,2.6,3,1,0,0
"4260",2424,50,25,82,91335,1,1.3,3,0,1,0
"4261",513,39,14,54,95035,3,3,1,0,0,1
"4262",1397,42,18,43,91107,1,0.3,3,0,0,0
"4263",651,47,22,122,90037,1,5.1,3,0,0,0
"4264",3463,58,33,28,94608,2,0.5,2,0,1,0
"4265",1620,45,21,29,90005,1,0.3,3,0,1,0
"4266",735,66,42,53,92182,2,1.1,1,0,1,1
"4267",144,25,1,54,94117,4,1.6,1,0,1,1
"4269",3795,52,27,39,92612,4,0.2,2,0,1,0
"4271",2099,59,35,94,90089,1,3.8,1,1,0,0
"4272",1384,65,41,105,95616,4,1.7,2,0,1,0
